id,latitude,longitude,country
470312624251361,30.269709869371,-97.73043806568,United States
842556179676871,58.822425908294,12.523744317007,Sweden
855633971963811,41.290807525473,-82.672337234546,United States
904633980373145,51.70066055124,9.8710727735524,Germany
1358393434906141,35.15109653304636,-118.89901974226552,United States
513175493038349,49.970646376586,15.309021364077,Czechia
826049561343371,54.076771401445,61.533960658327,Russian Federation
901714320412132,44.691525677073,20.267280465603,Serbia
842028183051694,51.323309658606,-1.0774205279457,United Kingdom
290976012691432,41.12639780128,-75.907332710181,United States
239627457957479,48.287661768211,40.359441542414,Russian Federation
974292070053693,51.498950795069,-2.3762581485714,United Kingdom
158418606211221,-29.162739196862,27.775360093815,Lesotho
130585219611165,35.75345137308677,-119.18741973567178,United States
187848356399094,54.249307547573,-8.5646029967298,Ireland
315269779967021,54.511804,18.549165,Poland
936650583786731,-7.3554748362238,110.51286893777,Indonesia
2431736130313020,43.68695624999999,68.86162205555554,Kazakhstan
508107010386901,49.458437921543,-2.5529920888598,Guernsey
300096308229128,55.945058442004,-3.1605753761433,United Kingdom
603801781070613,34.618498365044964,136.51561277911838,Japan
176784370986395,53.141402494643,15.502345600885,Poland
347721256693477,30.621830558923,-81.467855552678,United States
140467038109297,40.301614925598,69.614475994752,Tajikistan
910939839755138,39.983998586075,-75.085096712681,United States
758750744823078,57.848407548352,56.296407513942,Russian Federation
463216068938394,33.805450933107,77.798236704476,India
460001528425725,25.166436510569,67.668801982652,Pakistan
858448898217775,37.119871893247,-96.233234691626,United States
182762813832583,48.82636148099368,7.238692693091052,France
4296311640413551,47.197435166847,27.799900003594,"Moldova, Republic of"
275736897968255,33.11487879680244,-84.35588809005438,United States
499887437875306,13.19037970843,100.99855727801,Thailand
350673113057382,55.152429829198,20.851915287914,Lithuania
865148784506173,3.63579068657556,98.59774774132887,Indonesia
166726872080668,-34.558406021309,146.4158012844,Australia
498550858001188,43.624810794057,7.0417075589551,France
1139732339767317,-13.61925767727411,24.124473459189577,Zambia
482268116780123,15.047020620387332,-92.18657534779362,Mexico
172740051411378,56.860249256962,38.948833942719,Russian Federation
356740179315045,-20.54078321745702,-47.37044496086424,Brazil
750238832308017,43.754221281567,1.2829932885248,France
4084950774881757,14.0244936937,100.80182400313,Thailand
1165809343885068,34.77894766178,10.769957772521,Tunisia
270535208086079,39.824036434862,-104.77199940502,United States
841394979783282,38.009743521085,-91.606424784408,United States
230199618871639,5.0812208604431,-73.371151628114,Colombia
384821922753022,54.125985133715,-4.6248780133404,Isle of Man
518454000025105,53.27784869976359,-4.092844,United Kingdom
349481350151348,32.668208275045,-90.511492648342,United States
133167272190931,-29.7340000008,148.32297222304,Australia
397332167962452,36.26166534634,139.91898343365,Japan
845067026355146,53.546315227556,15.677528958353,Poland
171385961548859,39.293701676518,-76.68697933148,United States
3825324780884565,-38.18522577742,144.45583984639,Australia
1271699146621888,41.670233522607,-122.52386036496,United States
1184271255839438,44.79712239582277,-111.1551855468424,United States
821549935417415,51.457541846399,16.548968664151,Poland
440547923717478,-27.637935839772,153.16289672885,Australia
212412207148930,35.726679066588,-117.86890337034,United States
477173620052943,52.812063697015,4.7812155275712,Netherlands
1798240750350798,18.650996163689,99.499766081663,Thailand
190638689444885,-37.140842385442,145.25979958461,Australia
1167417290701279,41.20034334006555,-123.76199485835464,United States
778738283033820,53.704838173419,-1.6729871322563,United Kingdom
143645371081072,55.078248011339,40.049627061693,Russian Federation
232052068743335,33.492586741554,-117.67004815908,United States
154587659936108,50.640098148846,3.341990371864,Belgium
523648758633949,42.636213672699,-84.363908451898,United States
757763588240933,57.907833059664,60.023498033552,Russian Federation
388706569700715,18.93064467042262,-97.21240554391342,Mexico
226299869296424,51.76886324394,5.9350233812772,Netherlands
4051199641631327,38.783790821756,-104.73164430737,United States
1183852158703756,38.787838526398,139.97867111048,Japan
904827417027509,30.136335899972,-102.57731169997,United States
2078628835611811,53.479805808852,49.512371049761,Russian Federation
2910195295879339,63.613869343811,19.806129935803,Sweden
885779295774319,-37.481972056824304,143.7319761085509,Australia
134952411995136,-42.977410448612,147.30289004806,Australia
155593789838739,-36.041306113591,148.30214611136,Australia
510741686768270,10.088446557413,-83.982027552555,Costa Rica
306258210987032,66.589911609839,25.610225544204,Finland
910220416466587,19.216760999183,-99.131583997694,Mexico
819723022282739,-35.567944445281,148.32580554181,Australia
185431370106352,34.747914443629,10.353236285799,Tunisia
746390519357878,37.792429914849,-120.72544456452,United States
180466393981525,45.574926201174,21.014947294427,Romania
1185190761948820,44.065575894915,-88.57062866059,United States
828691357772039,43.157923206623,142.90313632498,Japan
290702852674249,35.552501945987,139.13933231578,Japan
1144135692749661,41.101469941997,28.800839157041,Türkiye
375326433731206,51.754852687683,8.7422431465799,Germany
270409904516523,40.103715586536,15.796837430174,Italy
428279794869859,34.94118131548,-82.082055172351,United States
288437839676887,40.470366118784,140.63261763676,Japan
345877990284940,41.313326508707,-81.791243332157,United States
927039011411721,51.724537742716,39.26279468848,Russian Federation
762712811105918,48.229885,22.382538332476,Hungary
195675582270594,50.091508986832,22.190744232715,Poland
573848240931411,40.65285623956,-93.843314832228,United States
507779153700662,51.111415686805,39.741343708978,Russian Federation
320104770312632,28.54970097642263,81.28735188947593,Nepal
1243750576028076,29.974460136943,-90.163603049156,United States
371557474258609,55.751353733391,37.788463627754,Russian Federation
201247531610528,46.361580208175,5.3298325579995,France
227693005353319,-12.511715247505,-40.32571230182,Brazil
146152150860606,63.573984182054,30.117981664775,Finland
2503397449967437,13.82886034092,100.67464758966,Thailand
488172982509666,44.716837030068,-91.933552125139,United States
323489282674638,46.099987451756,15.146962305179,Slovenia
168419738409492,50.989622349019,5.6785709460246,Belgium
772843653938306,52.323906243168274,23.32249234357822,Belarus
942058803283816,53.419809361409,27.420212433787,Belarus
322712325912130,43.86412645221,28.597692540123,Romania
3060547537598941,46.683153789915,8.2132273623183,Switzerland
531139968049423,41.324804701704,15.893386187543,Italy
850051912533724,38.328115417379,-75.623850911633,United States
1337125413469635,30.360666211064,-81.668820747136,United States
1093916604431947,34.00813484327,-118.31203207525,United States
4203118296407531,36.546134903598,-79.902941381014,United States
5829170800512220,56.03759580296433,-3.85717917551406,United Kingdom
794552221184672,56.144712301587,40.373229,Russian Federation
963671921050396,62.934943501171,10.186674675913,Norway
4758016457653460,43.4468395169523,6.727006422432166,France
958828134880688,54.687209983638,55.978253552053,Russian Federation
244021197500105,-28.381388888889,116.32022222222,Australia
1217096468747450,29.980129191586,-82.709961187557,United States
374110484038809,36.149975204885,-86.822506092207,United States
383681369800812,51.7810638684831,13.545892886713457,Germany
625353585093975,-34.10887560290616,-56.22453181524208,Uruguay
1230164737424162,49.725559934652125,21.564992693464816,Poland
2860345420883558,52.866861021903,13.724143874322,Germany
2810180185914495,-24.564088635047,31.130208699302,South Africa
183474240315825,35.764147440186,-5.8062617419717,Morocco
300748165008540,32.963073627636,-96.69737395014,United States
924267791760920,50.500804766952,18.605522895888,Poland
325309075601460,-42.539634163727,146.72087306122,Australia
146591340757613,47.641775189347,-122.26824596532,United States
1220909385012231,14.674563789065,-90.573108499938,Guatemala
822201708396209,44.503226895862,-68.41896000674,United States
243695980531452,-31.21561454613,149.38926647954,Australia
505372710655133,44.540545941031,-88.082591641258,United States
1653076441554468,52.61669509431,6.3189758914605,Netherlands
305715424580437,32.848714409258,-112.31003707604,United States
1114351279130760,60.75022520327234,8.836378822643233,Norway
2921082941519044,-6.098666458382043,23.564690582781623,"Congo, The Democratic Republic of the"
952070732103090,48.77201706924412,-122.39905762789972,United States
178946900770967,14.285056606358,-87.447897180085,Honduras
